"Tract ID","STATE2KX","CNTY2KX","TRACT2KX","e(0)","se(e(0))","Abridged life table flag"
06059099605,06,059,099605,79.6,1.5531,3
06059099701,06,059,099701,83.5,2.4855,3
06059099702,06,059,099702,82,1.9992,1
06059099703,06,059,099703,80.1,1.2618,3
06059099801,06,059,099801,78.7,0.9847,2
06059099803,06,059,099803,84.4,2.7377,3
06059099902,06,059,099902,82.2,2.6928,3
06059099903,06,059,099903,80.9,1.7434,3
06059099904,06,059,099904,83.2,2.2899,3
06059099905,06,059,099905,81.3,2.2837,3
06059099906,06,059,099906,82.2,1.5831,3
06059110001,06,059,110001,78.8,1.0838,3
06059110003,06,059,110003,82.2,2.1828,3
06059110004,06,059,110004,80,1.548,3
06059110005,06,059,110005,80.2,1.4123,3
06059110006,06,059,110006,86.6,1.9294,3
06059110007,06,059,110007,82.5,1.098,3
06059110008,06,059,110008,83.5,1.6531,3
06059110010,06,059,110010,81.2,1.6485,3
06059110011,06,059,110011,82.1,1.9427,3
06059110012,06,059,110012,82.5,1.0012,3
06059110014,06,059,110014,77.9,1.1933,3
06059110015,06,059,110015,81.7,1.3332,3
06059110102,06,059,110102,85.2,2.1152,3
06059110104,06,059,110104,79.3,0.8479,3
06059110106,06,059,110106,83.8,1.9343,3
06059110108,06,059,110108,83,2.7906,3
06059110109,06,059,110109,84.7,2.1411,3
06059110110,06,059,110110,80.5,1.3283,3
06059110111,06,059,110111,79.9,1.0821,3
06059110113,06,059,110113,80.2,2.0273,3
06059110114,06,059,110114,81,1.6007,3
06059110115,06,059,110115,84,1.9838,3
06059110116,06,059,110116,82.6,1.261,3
06059110117,06,059,110117,83.6,2.0351,3
06059110201,06,059,110201,82.2,1.8024,3
06059110202,06,059,110202,80.1,1.6192,1
06059110203,06,059,110203,78.6,1.343,3
06059110301,06,059,110301,79.7,1.3527,3
06059110302,06,059,110302,79.3,1.2806,3
06059110303,06,059,110303,81.7,2.2362,3
06059110304,06,059,110304,81,1.5168,3
06059110401,06,059,110401,79.7,1.6044,3
06059110402,06,059,110402,79.3,1.9582,3
06059110500,06,059,110500,80.5,2.3204,3
06059110603,06,059,110603,80.5,2.8629,3
06059110604,06,059,110604,81.3,1.1336,3
06059110605,06,059,110605,86.2,2.1119,3
06059110606,06,059,110606,79.5,2.7953,3
06059110607,06,059,110607,83.1,1.9421,3
06061020105,06,061,020105,82.3,2.9482,2
06061020200,06,061,020200,81,1.7237,3
06061020300,06,061,020300,76.4,1.4155,3
06061020401,06,061,020401,75.2,1.443,3
06061020402,06,061,020402,81.7,1.8479,3
06061020501,06,061,020501,79.8,1.2605,3
06061020502,06,061,020502,80.9,1.2809,3
06061020601,06,061,020601,84,1.7426,3
06061020602,06,061,020602,80.1,1.3321,3
06061020604,06,061,020604,82,1.2899,3
06061020605,06,061,020605,82.8,1.563,3
06061020606,06,061,020606,81.8,1.5375,3
06061020710,06,061,020710,81.9,1.5405,3
06061020711,06,061,020711,78.8,1.6474,3
06061020712,06,061,020712,76.9,1.1022,3
06061020713,06,061,020713,76.3,1.7214,3
06061020714,06,061,020714,79.7,1.2417,3
06061020715,06,061,020715,77.5,1.728,3
06061020717,06,061,020717,82.4,3.8697,3
06061020805,06,061,020805,78.7,1.244,3
06061020806,06,061,020806,80.4,1.567,3
06061020901,06,061,020901,75.8,2.5635,3
06061020908,06,061,020908,77.6,1.2862,3
06061021003,06,061,021003,80.3,1.772,3
06061021035,06,061,021035,85.8,3.8945,3
06061021037,06,061,021037,84.7,2.4651,3
06061021038,06,061,021038,80.2,1.5509,2
06061021040,06,061,021040,79.3,1.4643,2
06061021043,06,061,021043,81.1,2.4249,3
06061021044,06,061,021044,82.2,2.0019,3
06061021045,06,061,021045,80.1,1.6374,2
06061021046,06,061,021046,81.2,1.7758,3
06061021103,06,061,021103,76.1,1.8507,3
06061021106,06,061,021106,83,2.3152,3
06061021108,06,061,021108,79,1.7699,3
06061021109,06,061,021109,80.6,1.0564,3
06061021122,06,061,021122,84.4,1.6458,3
06061021123,06,061,021123,88.2,2.8322,3
06061021128,06,061,021128,78.2,1.7947,3
06061021129,06,061,021129,77,1.6881,3
06061021130,06,061,021130,78.4,1.3196,2
06061021131,06,061,021131,77.4,1.3171,3
06061021203,06,061,021203,78.4,1.3899,3
06061021204,06,061,021204,78.5,1.4025,3
06061021304,06,061,021304,80.2,1.4676,3
06061021309,06,061,021309,84.6,2.9808,3
06061021322,06,061,021322,79.2,0.6783,3
06061021401,06,061,021401,77.7,1.8048,3
06061021403,06,061,021403,76.7,1.3859,1
06061021501,06,061,021501,77.8,2.1357,3
06061021502,06,061,021502,80.5,1.2241,3
06061021603,06,061,021603,75.2,1.3027,3
06061021604,06,061,021604,81.4,1.3915,2
06061021801,06,061,021801,81.5,2.5095,3
06061021802,06,061,021802,77.8,1.1765,3
06061021901,06,061,021901,80.1,2.5029,3
06061021902,06,061,021902,82.6,1.5556,3
06061022002,06,061,022002,86.8,2.5724,3
06061022013,06,061,022013,81.8,2.7123,3
06061022014,06,061,022014,81.4,2.3509,2
06061022400,06,061,022400,81.2,1.6323,3
06061022500,06,061,022500,77.4,1.3369,3
06061022600,06,061,022600,78.5,1.4449,1
06061022800,06,061,022800,83.4,2.9024,3
06061022900,06,061,022900,80.2,1.9624,3
06061023000,06,061,023000,81.5,1.9575,2
06061023200,06,061,023200,84.6,3.2162,3
06061023400,06,061,023400,80.9,2.3604,3
06061023500,06,061,023500,80.3,1.6892,3
06061023900,06,061,023900,80.9,2.5753,3
06063000100,06,063,000100,78,1.0725,2
06063000201,06,063,000201,80,2.3915,3
06063000202,06,063,000202,81,1.8844,2
06063000300,06,063,000300,76.9,1.3429,3
06063000400,06,063,000400,74.5,2.2283,3
06063000501,06,063,000501,77.5,1.6132,3
06065030101,06,065,030101,78.2,2.6107,2
06065030103,06,065,030103,77.8,2.7615,3
06065030104,06,065,030104,78.5,1.611,2
06065030200,06,065,030200,78.3,1.4111,3
06065030300,06,065,030300,74,2.0958,3
06065030400,06,065,030400,78.3,1.9984,3
06065030501,06,065,030501,75.3,1.0709,2
06065030502,06,065,030502,76.6,2.4648,3
06065030503,06,065,030503,72.6,2.4598,3
06065030601,06,065,030601,81.3,1.0285,2
06065030602,06,065,030602,82.2,1.6131,3
06065030603,06,065,030603,80.1,1.3404,3
06065030700,06,065,030700,77.9,1.0783,3
06065030800,06,065,030800,79,1.3046,3
06065030900,06,065,030900,79.1,2.0201,3
06065031001,06,065,031001,78.4,1.7307,3
06065031002,06,065,031002,77.4,1.3248,2
06065031100,06,065,031100,75.2,1.3196,3
06065031200,06,065,031200,78.2,1.1092,3
06065031300,06,065,031300,77,1.966,3
06065031401,06,065,031401,78.9,1.9992,3
06065031402,06,065,031402,79.3,1.5929,3
06065031501,06,065,031501,77.1,1.4829,3
06065031502,06,065,031502,75.9,1.2523,3
06065031601,06,065,031601,75.2,1.2458,3
06065031602,06,065,031602,79.8,1.9108,3
06065031701,06,065,031701,77.8,1.7044,3
06065031702,06,065,031702,76.9,1.5875,3
06065031703,06,065,031703,77.3,1.4689,1
06065031704,06,065,031704,79,1.8799,1
06065040101,06,065,040101,76.8,1.4481,3
06065040102,06,065,040102,75.2,1.3225,3
06065040201,06,065,040201,78.1,1.334,2
06065040202,06,065,040202,77.4,1.9995,3
06065040203,06,065,040203,75.2,1.5033,3
06065040204,06,065,040204,81.9,3.7511,3
06065040301,06,065,040301,77.4,1.2496,3
06065040302,06,065,040302,80,1.9948,3
06065040303,06,065,040303,73.6,1.3948,3
06065040402,06,065,040402,76.9,2.5123,3
06065040403,06,065,040403,79.8,1.5713,3
06065040404,06,065,040404,77.5,1.4418,3
06065040405,06,065,040405,79.2,2.0987,3
06065040501,06,065,040501,75,1.1212,3
06065040502,06,065,040502,80.7,2.7542,3
06065040503,06,065,040503,75.2,1.4651,3
06065040604,06,065,040604,77.9,1.4614,3
06065040605,06,065,040605,77,1.9101,3
06065040606,06,065,040606,76.1,2.5763,3
06065040607,06,065,040607,81.9,2.7117,3
06065040609,06,065,040609,78.2,1.631,3
06065040611,06,065,040611,81.1,2.9673,2
06065040613,06,065,040613,82,2.1923,1
06065040615,06,065,040615,81.1,2.3177,2
06065040616,06,065,040616,81.2,1.5232,3
06065040701,06,065,040701,76.1,1.8439,3
06065040702,06,065,040702,78.2,2.6199,3
06065040703,06,065,040703,75.6,3.0981,3
06065040806,06,065,040806,82.6,3.1798,3
06065040807,06,065,040807,84.3,3.6689,3
06065040808,06,065,040808,83.9,2.5938,3
06065040809,06,065,040809,79.9,2.2405,2
06065040812,06,065,040812,79.4,2.7355,3
06065040813,06,065,040813,83.4,2.6466,3
06065040814,06,065,040814,80.1,2.7722,2
06065040815,06,065,040815,81.1,2.0183,2
06065040816,06,065,040816,81.1,2.6072,3
06065040821,06,065,040821,80.3,2.499,3
06065040901,06,065,040901,80.1,1.4828,2
06065040902,06,065,040902,81.1,1.2241,3
06065040903,06,065,040903,80.6,2.1828,3
06065040904,06,065,040904,79.8,1.652,3
06065041002,06,065,041002,80.1,2.451,3
06065041003,06,065,041003,78.3,1.9782,3
06065041004,06,065,041004,80.8,2.3699,3
06065041101,06,065,041101,76.3,3.5764,2
06065041102,06,065,041102,78.3,2.6222,3
06065041201,06,065,041201,75.5,1.8817,3
06065041202,06,065,041202,78.5,1.2391,3
06065041203,06,065,041203,77.2,2.8967,3
06065041301,06,065,041301,78.5,1.9,3
06065041302,06,065,041302,81.2,2.4457,1
06065041403,06,065,041403,78.2,1.0041,2
06065041404,06,065,041404,80.1,1.6878,3
06065041405,06,065,041405,77.4,2.1485,3
06065041406,06,065,041406,81.9,3.282,3
06065041407,06,065,041407,78.9,1.6714,3
06065041408,06,065,041408,74.1,2.1828,3
06065041409,06,065,041409,80.8,1.6221,1
06065041410,06,065,041410,74.4,3.4421,3
06065041411,06,065,041411,77.9,1.7089,3
06065041412,06,065,041412,79.3,1.6153,3
06065041500,06,065,041500,76.1,1.4004,2
06065041600,06,065,041600,80.3,2.5445,1
06065041702,06,065,041702,79.8,1.2935,3
06065041703,06,065,041703,79.4,2.2767,1
06065041704,06,065,041704,80.4,3.0946,3
06065041803,06,065,041803,82.3,1.9096,3
06065041804,06,065,041804,80.2,1.3932,3
06065041805,06,065,041805,76.7,1.4224,3
06065041806,06,065,041806,81.1,1.8342,2
06065041807,06,065,041807,80.6,1.9925,3
06065041808,06,065,041808,81,1.2023,3
06065041809,06,065,041809,80.8,1.9689,3
06065041810,06,065,041810,79,1.8275,3
06065041812,06,065,041812,77.4,1.2322,3
06065041813,06,065,041813,77.7,1.1068,3
06065041904,06,065,041904,84.5,2.8031,3
06065041905,06,065,041905,79.2,2.0088,2
06065041906,06,065,041906,80.5,1.4704,3
06065041909,06,065,041909,83.1,2.6893,3
06065041910,06,065,041910,80,1.2851,3
06065041911,06,065,041911,86.1,2.5494,3
06065041912,06,065,041912,79.3,1.4626,3
06065041913,06,065,041913,84,2.4161,3
06065042003,06,065,042003,80.7,1.3222,3
06065042004,06,065,042004,80.1,1.7894,3
06065042005,06,065,042005,84.1,2.7571,3
06065042007,06,065,042007,75.6,2.6131,3
06065042008,06,065,042008,83.8,3.5245,3
06065042009,06,065,042009,81.2,1.7031,1
06065042010,06,065,042010,79.8,2.2152,3
06065042012,06,065,042012,83.4,2.4999,3
06065042013,06,065,042013,78.7,1.0682,3
06065042014,06,065,042014,81.1,1.2911,2
06065042206,06,065,042206,80.7,2.1342,3
06065042207,06,065,042207,80.8,1.3147,3
06065042208,06,065,042208,80.6,1.516,3
06065042209,06,065,042209,75.8,1.4216,2
06065042212,06,065,042212,77.7,1.5851,3
06065042213,06,065,042213,82.9,2.474,3
06065042214,06,065,042214,78.9,1.1446,3
06065042217,06,065,042217,80.6,2.1452,3
06065042300,06,065,042300,81.2,3.1056,3
06065042401,06,065,042401,78.6,1.2304,2
06065042402,06,065,042402,79.2,1.884,3
06065042403,06,065,042403,84,3.603,3
06065042404,06,065,042404,75,1.6412,2
06065042405,06,065,042405,79.6,3.6465,3
06065042406,06,065,042406,77.5,1.6648,1
06065042407,06,065,042407,76.6,1.9611,3
06065042408,06,065,042408,81.3,2.9888,3
06065042409,06,065,042409,79.1,3.0968,3
06065042410,06,065,042410,80.7,1.467,2
06065042411,06,065,042411,80.5,1.9818,3
06065042412,06,065,042412,83.3,1.9058,3
06065042505,06,065,042505,76.3,2.4381,3
06065042506,06,065,042506,77.9,1.7238,2
06065042507,06,065,042507,78.3,1.744,3
06065042509,06,065,042509,81.3,2.9993,3
06065042510,06,065,042510,75.3,1.4402,2
06065042511,06,065,042511,75.1,1.9636,3
06065042512,06,065,042512,75.6,1.9284,2
06065042513,06,065,042513,80.8,3.1071,3
06065042514,06,065,042514,75.4,2.3759,1
06065042515,06,065,042515,79.8,3.9986,3
06065042516,06,065,042516,73.6,2.4851,3
06065042517,06,065,042517,74.2,1.6861,3
06065042518,06,065,042518,76.8,1.3032,2
06065042519,06,065,042519,74.4,3.5459,3
06065042520,06,065,042520,75,1.4266,1
06065042521,06,065,042521,75.3,1.4726,2
06065042617,06,065,042617,78.3,1.9387,1
06065042618,06,065,042618,77.4,1.1905,3
06065042619,06,065,042619,77.6,1.9428,2
06065042620,06,065,042620,81.3,3.0448,1
06065042621,06,065,042621,79.5,2.0592,3
06065042623,06,065,042623,80.3,2.28,3
06065042624,06,065,042624,77.4,1.3589,3
06065042706,06,065,042706,75.1,1.8777,3
06065042708,06,065,042708,78.7,2.071,3
06065042709,06,065,042709,74.1,1.4543,3
06065042711,06,065,042711,71.8,2.5638,3
06065042714,06,065,042714,81.3,1.6032,3
06065042715,06,065,042715,81.1,1.5054,1
06065042716,06,065,042716,81.3,1.3518,3
06065042717,06,065,042717,82,3.0684,3
06065042719,06,065,042719,82.5,2.6603,3
06065042720,06,065,042720,77.6,1.1538,2
06065042723,06,065,042723,75.3,1.1301,3
06065042724,06,065,042724,79.9,3.0174,2
06065042728,06,065,042728,75.3,1.9609,3
06065042729,06,065,042729,83.6,1.2905,3
06065042730,06,065,042730,74.3,1.8176,3
06065042731,06,065,042731,79.4,1.174,3
06065042732,06,065,042732,82.7,2.5271,3
06065042733,06,065,042733,79.6,1.4812,3
06065042737,06,065,042737,81.4,3.6097,3
06065042738,06,065,042738,81.7,2.0767,1
06065042739,06,065,042739,80.1,1.274,3
06065042741,06,065,042741,75.1,3.2241,2
06065042742,06,065,042742,82,2.38,3
06065042743,06,065,042743,78.3,2.4731,3
06065042744,06,065,042744,78.6,1.4112,3
06065042745,06,065,042745,79.6,1.0649,2
06065042800,06,065,042800,73.2,1.3434,1
06065042901,06,065,042901,78.1,1.1868,3
06065042902,06,065,042902,78.5,1.7762,3
06065042903,06,065,042903,83.7,2.7904,3
06065042904,06,065,042904,76.9,2.0427,1
06065043001,06,065,043001,74.1,1.5692,3
06065043003,06,065,043003,76.3,1.9681,3
06065043005,06,065,043005,77.5,1.3687,3
06065043006,06,065,043006,79,2.5429,3
06065043007,06,065,043007,82.7,3.5336,3
06065043008,06,065,043008,77.3,1.6259,2
06065043010,06,065,043010,76.8,1.1249,3
06065043206,06,065,043206,83.2,1.9707,1
06065043211,06,065,043211,80.2,1.753,1
06065043216,06,065,043216,85.1,3.2802,3
06065043217,06,065,043217,81.6,2.6963,3
06065043218,06,065,043218,80.6,1.561,3
06065043220,06,065,043220,85.1,3.4907,1
06065043222,06,065,043222,79,1.1971,3
06065043227,06,065,043227,80.7,2.0522,3
06065043228,06,065,043228,77.7,1.1568,3
06065043235,06,065,043235,81.1,2.0989,2
06065043239,06,065,043239,83.4,2.3084,3
06065043240,06,065,043240,81.8,2.8753,3
06065043242,06,065,043242,85,3.3467,3
06065043244,06,065,043244,82.5,1.8851,3
06065043246,06,065,043246,81.6,1.2966,3
06065043247,06,065,043247,84.8,3.2829,1
06065043248,06,065,043248,82,1.9281,3
06065043250,06,065,043250,81.6,1.6514,3
06065043252,06,065,043252,82.5,2.1466,1
06065043254,06,065,043254,83.8,3.028,3
06065043257,06,065,043257,80.3,1.5816,1
06065043262,06,065,043262,83.9,2.0413,3
06065043264,06,065,043264,81.9,3.0036,3
06065043265,06,065,043265,85.1,2.8949,3
06065043266,06,065,043266,79.1,1.8114,3
06065043267,06,065,043267,82.6,1.5244,3
06065043270,06,065,043270,82.4,1.8825,3
06065043271,06,065,043271,76.8,1.4377,3
06065043272,06,065,043272,84.4,2.0382,3
06065043274,06,065,043274,81.8,2.495,3
06065043276,06,065,043276,77.3,1.3042,3
06065043278,06,065,043278,86.4,3.0341,3
06065043279,06,065,043279,77.7,1.224,1
06065043291,06,065,043291,83.5,1.3296,3
06065043304,06,065,043304,81.1,1.8052,3
06065043306,06,065,043306,78.9,1.4402,3
06065043307,06,065,043307,74.7,1.1479,3
06065043308,06,065,043308,75.9,1.1703,2
06065043309,06,065,043309,70.8,1.721,3
06065043310,06,065,043310,71.7,1.4916,3
06065043311,06,065,043311,74.3,1.8152,3
06065043312,06,065,043312,74.7,1.7969,3
06065043313,06,065,043313,72.6,1.4464,3
06065043314,06,065,043314,75,1.3732,3
06065043315,06,065,043315,79.5,2.6697,3
06065043316,06,065,043316,78.9,1.3929,3
06065043317,06,065,043317,79.2,1.9062,3
06065043401,06,065,043401,73.2,1.9053,3
06065043403,06,065,043403,74.2,1.5403,3
06065043404,06,065,043404,74.9,1.7108,3
06065043405,06,065,043405,75.9,0.7361,2
06065043503,06,065,043503,71.4,1.9019,3
06065043504,06,065,043504,81.1,1.7731,3
06065043505,06,065,043505,73.5,1.6384,3
06065043506,06,065,043506,76.9,1.0996,3
06065043507,06,065,043507,73.2,1.4003,3
06065043508,06,065,043508,74.2,1.1376,3
06065043509,06,065,043509,75.7,1.1456,3
06065043512,06,065,043512,77.8,1.3604,3
06065043513,06,065,043513,76.5,1.3396,3
06065043517,06,065,043517,82.8,2.6843,3
06065043601,06,065,043601,70.5,1.6707,3
06065043602,06,065,043602,75.9,1.5437,2
06065043701,06,065,043701,72.9,1.5813,3
06065043702,06,065,043702,75.9,0.8221,2
06065043703,06,065,043703,74.4,1.3496,3
06065043802,06,065,043802,74.1,3.6304,3
06065043807,06,065,043807,78.6,1.4661,1
06065043809,06,065,043809,80,1.8153,3
06065043810,06,065,043810,81.4,1.9487,3
06065043811,06,065,043811,80.4,1.6584,3
06065043813,06,065,043813,78.6,2.9238,3
06065043818,06,065,043818,78.1,1.8644,3
06065043820,06,065,043820,82.5,2.5913,3
06065043821,06,065,043821,79,2.8988,2
06065043822,06,065,043822,82,3.8039,3
06065043823,06,065,043823,79.8,1.8382,3
06065043900,06,065,043900,76.1,1.6973,3
06065044000,06,065,044000,75.9,1.4944,2
06065044101,06,065,044101,77.9,2.9072,3
06065044102,06,065,044102,77.6,1.4241,3
06065044103,06,065,044103,76.6,1.3163,3
06065044104,06,065,044104,78.5,1.9416,3
06065044200,06,065,044200,73,1.4234,3
06065044300,06,065,044300,78.6,1.8581,3
06065044402,06,065,044402,78.6,2.0437,3
06065044403,06,065,044403,77.8,1.2239,2
06065044404,06,065,044404,80.4,2.4597,2
06065044505,06,065,044505,80.8,1.4548,3
06065044507,06,065,044507,74.9,1.6625,3
06065044509,06,065,044509,72.6,2.0408,3
06065044510,06,065,044510,71.7,1.4853,1
06065044515,06,065,044515,76.9,2.6251,1
06065044516,06,065,044516,75.8,1.8038,3
06065044517,06,065,044517,78.5,1.7544,3
06065044518,06,065,044518,75.1,1.3277,3
06065044520,06,065,044520,79.3,1.8327,3
06065044521,06,065,044521,75.6,2.53,3
06065044522,06,065,044522,81.8,2.1982,3
06065044602,06,065,044602,76.4,1.963,3
06065044604,06,065,044604,81.3,1.9885,3
06065044605,06,065,044605,76.5,1.2476,3
06065044606,06,065,044606,78.9,1.2601,2
06065044701,06,065,044701,74.2,1.2605,3
06065044702,06,065,044702,75.9,1.9365,2
06065044804,06,065,044804,77.1,1.3647,3
06065044805,06,065,044805,80.1,2.1871,3
06065044806,06,065,044806,79.9,1.4452,2
06065044904,06,065,044904,77.9,1.3707,3
06065044907,06,065,044907,76,2.8282,3
06065044915,06,065,044915,76.2,0.9438,3
06065044916,06,065,044916,78.3,1.2646,3
06065044917,06,065,044917,81.9,0.8242,2
06065044921,06,065,044921,83.7,1.509,3
06065044922,06,065,044922,84.7,1.8253,3
06065044923,06,065,044923,81,2.2684,3
06065044924,06,065,044924,80.7,1.5469,3
06065044925,06,065,044925,76.7,1.1759,3
06065044926,06,065,044926,79.6,3.229,3
06065044927,06,065,044927,81.8,1.9369,3
06065044928,06,065,044928,82.5,1.5117,3
06065044929,06,065,044929,83.1,1.4241,3
06065044930,06,065,044930,79.4,1.88,3
06065045000,06,065,045000,79.6,2.8244,3
06065045103,06,065,045103,79.3,1.5541,3
06065045108,06,065,045108,80.9,1.3431,3
06065045109,06,065,045109,80.9,2.3593,3
06065045110,06,065,045110,78.4,1.393,3
06065045115,06,065,045115,87.3,1.8185,3
06065045116,06,065,045116,78.1,1.3885,2
06065045117,06,065,045117,82.7,2.432,3
06065045118,06,065,045118,81.2,2.3892,3
06065045119,06,065,045119,82.4,3.2869,3
06065045120,06,065,045120,81,1.912,3
06065045121,06,065,045121,81.5,1.1566,2
06065045123,06,065,045123,87,2.6417,3
06065045125,06,065,045125,85.6,2.5689,3
06065045207,06,065,045207,78.8,1.6163,3
06065045209,06,065,045209,76.6,1.6932,1
06065045212,06,065,045212,84.2,2.4239,3
06065045213,06,065,045213,79.2,1.3534,3
06065045214,06,065,045214,81.8,1.2221,3
06065045215,06,065,045215,80.3,1.2677,3
06065045216,06,065,045216,77.8,2.6489,3
06065045217,06,065,045217,80.9,2.3869,1
06065045222,06,065,045222,80.2,1.6581,2
06065045224,06,065,045224,80.5,2.3391,3
06065045228,06,065,045228,81.7,1.8146,2
06065045233,06,065,045233,77.6,1.5208,3
06065045302,06,065,045302,76.8,1.4102,3
06065045303,06,065,045303,75.5,2.1612,3
06065045304,06,065,045304,81.1,1.7674,2
06065045501,06,065,045501,76.7,1.6626,1
06065045502,06,065,045502,76.1,2.0078,3
06065045604,06,065,045604,77.8,1.5155,2
06065045605,06,065,045605,85.2,2.2922,1
06065045606,06,065,045606,82.9,3.396,3
06065045608,06,065,045608,81.9,1.1225,2
06065045609,06,065,045609,81.1,2.74,3
06065045703,06,065,045703,77,1.4021,2
06065045704,06,065,045704,78.6,2.2139,1
06065045705,06,065,045705,77.3,1.9817,2
06065045706,06,065,045706,81.2,2.7824,1
06065045707,06,065,045707,81.2,2.2376,1
06065045900,06,065,045900,76.4,1.3477,2
06065046101,06,065,046101,77.9,1.85,3
06065046102,06,065,046102,76,3.8121,3
06065046103,06,065,046103,79.1,2.0186,3
06065046200,06,065,046200,72.2,1.6655,3
06065046401,06,065,046401,79.9,1.5854,2
06065046402,06,065,046402,74.4,1.2755,3
06065046403,06,065,046403,80.1,2.3059,3
06065046404,06,065,046404,78.9,2.1444,3
06065046405,06,065,046405,76.8,1.8597,3
06065046601,06,065,046601,78.6,1.5097,2
06065046602,06,065,046602,84.4,2.9977,3
06065046700,06,065,046700,75.4,1.41,3
06065046800,06,065,046800,82,2.7478,1
06065046900,06,065,046900,77.8,2.0741,3
06065047000,06,065,047000,75,3.3622,3
06065047201,06,065,047201,78.3,1.0773,2
06065047202,06,065,047202,81.1,2.8817,3
06065047900,06,065,047900,84.4,2.6221,3
06065048100,06,065,048100,82.7,1.4512,2
06065048200,06,065,048200,81.1,1.4287,2
06065048700,06,065,048700,79.8,2.4669,2
06065048800,06,065,048800,77,2.1643,3
06065048901,06,065,048901,77.4,1.458,3
06065048902,06,065,048902,76,1.3531,3
06065049000,06,065,049000,82.5,2.9126,3
06065049100,06,065,049100,82.5,1.9389,3
06065049400,06,065,049400,86.3,3.1075,3
06065049500,06,065,049500,81.3,3.4901,3
06065049600,06,065,049600,83.2,2.1673,3
06065049700,06,065,049700,82.1,1.8173,3
06065049800,06,065,049800,77.8,2.3789,3
06065050300,06,065,050300,83.4,2.6434,3
06065050400,06,065,050400,83.9,3.0188,3
06065050500,06,065,050500,78.9,0.9023,3
06065050600,06,065,050600,80.4,1.2459,3
06065050700,06,065,050700,82.5,2.7675,1
06065050900,06,065,050900,80,1.7275,2
06065051100,06,065,051100,79.2,2.874,3
06065051200,06,065,051200,80.1,1.2625,2
06065051300,06,065,051300,81,1.9241,1
06065940400,06,065,940400,78.6,1.43,2
06065940500,06,065,940500,75.5,3.484,3
06065940600,06,065,940600,84.2,1.7269,3
06065940700,06,065,940700,81.6,1.9206,3
06065940800,06,065,940800,81.7,1.2253,3
06065940900,06,065,940900,79.4,2.4723,3
06065941000,06,065,941000,81.7,1.8732,3
06065941100,06,065,941100,79.1,1.4977,2
06065941200,06,065,941200,80.8,1.5859,3
06065941300,06,065,941300,77,1.7097,3
06065941400,06,065,941400,76.6,1.0159,3
06065941500,06,065,941500,77.4,1.147,3
06067000100,06,067,000100,82.5,1.4739,3
06067000200,06,067,000200,81.7,1.4499,3
06067000300,06,067,000300,81.9,1.6751,3
06067000400,06,067,000400,83.3,3.1259,3
06067000600,06,067,000600,77.6,2.8166,2
06067001101,06,067,001101,68.5,2.1384,3
06067001300,06,067,001300,80.5,2.4666,2
06067001400,06,067,001400,75,1.8678,3
06067001500,06,067,001500,79.9,1.5022,3
06067001600,06,067,001600,82.1,1.5857,3
06067001700,06,067,001700,80.6,1.4647,3
06067001800,06,067,001800,77.5,1.7402,3
06067001900,06,067,001900,77.7,2.5505,3
06067002000,06,067,002000,78,1.6993,3
06067002100,06,067,002100,84.7,3.8776,3
06067002200,06,067,002200,80.1,1.47,1
06067002300,06,067,002300,79.8,1.2602,3
06067002400,06,067,002400,85.2,1.8568,3
06067002500,06,067,002500,84.7,2.5482,3
06067002600,06,067,002600,77.7,2.2872,3
06067002700,06,067,002700,76.1,2.9315,3
06067002800,06,067,002800,70.9,1.9515,3
06067002900,06,067,002900,86,3.1565,3
06067003000,06,067,003000,76.4,1.4793,3
06067003101,06,067,003101,77.5,1.4851,3
06067003102,06,067,003102,74.3,1.6019,3
06067003202,06,067,003202,79.2,1.3839,3
06067003203,06,067,003203,75.9,1.7921,2
06067003204,06,067,003204,81.1,2.7922,3
06067003300,06,067,003300,83.4,1.484,3
06067003400,06,067,003400,81.3,1.4439,3
06067003501,06,067,003501,80.2,2.0451,3
06067003502,06,067,003502,79.7,1.8814,3
06067003600,06,067,003600,77,2.2434,3
06067003700,06,067,003700,75.3,1.625,2
06067003800,06,067,003800,76.4,1.1194,3
06067003900,06,067,003900,79.9,1.1145,3
06067004001,06,067,004001,79.2,1.5018,3
06067004004,06,067,004004,81.4,1.1985,2
06067004005,06,067,004005,80.4,1.7359,3
06067004006,06,067,004006,83.8,2.2192,3
06067004008,06,067,004008,82.3,1.8416,3
06067004009,06,067,004009,83,2.1552,3
06067004010,06,067,004010,80.9,2.0034,3
06067004011,06,067,004011,87.4,2.1132,3
06067004012,06,067,004012,83,2.1137,3
06067004100,06,067,004100,74.9,1.5144,3
06067004201,06,067,004201,78.4,1.9557,3
06067004202,06,067,004202,76.7,2.0751,3
06067004203,06,067,004203,77.1,2.23,3
06067004300,06,067,004300,75.3,1.5895,2
06067004401,06,067,004401,76,1.6923,3
06067004402,06,067,004402,75.3,1.2738,2
06067004501,06,067,004501,75.1,2.3225,3
06067004502,06,067,004502,74.7,1.5106,3
06067004601,06,067,004601,76.2,1.5953,3
06067004602,06,067,004602,75.4,1.5346,3
06067004701,06,067,004701,76.5,1.2343,2
06067004702,06,067,004702,73.1,1.5383,3
06067004801,06,067,004801,77.7,1.2274,3
06067004802,06,067,004802,76.1,1.4277,3
06067004903,06,067,004903,75.5,1.1587,1
06067004904,06,067,004904,80.3,1.5942,3
06067004905,06,067,004905,79.1,2.4272,3
