"Tract ID","STATE2KX","CNTY2KX","TRACT2KX","e(0)","se(e(0))","Abridged life table flag"
06037220100,06,037,220100,76.4,2.1181,3
06037221110,06,037,221110,76.2,2.3948,2
06037221120,06,037,221120,76.2,1.2648,2
06037221210,06,037,221210,79.1,1.7411,3
06037221220,06,037,221220,81.1,2.2522,3
06037221302,06,037,221302,78.7,1.7008,3
06037221303,06,037,221303,75.9,1.4829,2
06037221304,06,037,221304,76.8,1.7515,3
06037221401,06,037,221401,72,1.6376,3
06037221402,06,037,221402,76.6,1.7875,3
06037221500,06,037,221500,80.1,2.4543,3
06037221601,06,037,221601,82.2,3.4799,3
06037221602,06,037,221602,75.9,1.5672,2
06037221710,06,037,221710,86.8,3.5753,3
06037221900,06,037,221900,78.1,3.1158,3
06037222001,06,037,222001,77.5,2.2306,3
06037222002,06,037,222002,75.3,1.3651,2
06037222100,06,037,222100,76.5,1.455,2
06037222200,06,037,222200,78.4,2.117,3
06037222500,06,037,222500,78.2,1.3954,3
06037222600,06,037,222600,76.5,1.8527,2
06037224010,06,037,224010,75.3,1.4239,2
06037224020,06,037,224020,75.9,1.787,2
06037224310,06,037,224310,76.2,1.8653,2
06037224320,06,037,224320,75.9,1.4965,2
06037224410,06,037,224410,78.2,1.7162,2
06037224600,06,037,224600,75.9,1.1806,2
06037226001,06,037,226001,75.6,2.1415,2
06037226410,06,037,226410,82.3,3.5924,3
06037226420,06,037,226420,76.3,1.5869,3
06037226700,06,037,226700,74.2,1.6157,3
06037227010,06,037,227010,81.9,3.6369,3
06037227020,06,037,227020,78.1,2.7884,3
06037228100,06,037,228100,77.4,3.8789,3
06037228210,06,037,228210,75.9,1.099,2
06037228220,06,037,228220,78.2,3.1522,3
06037228310,06,037,228310,75.9,1.2107,2
06037228320,06,037,228320,75.9,2.61,2
06037228410,06,037,228410,75.9,2.548,2
06037228420,06,037,228420,75.9,1.8597,2
06037228500,06,037,228500,77.7,3.2915,1
06037228600,06,037,228600,75.5,2.0407,3
06037228710,06,037,228710,78.4,2.87,3
06037228720,06,037,228720,80.2,3.2186,3
06037228800,06,037,228800,75.9,1.9264,2
06037228900,06,037,228900,76.3,3.1501,3
06037229100,06,037,229100,77.4,1.638,2
06037229200,06,037,229200,75.1,1.6999,3
06037229300,06,037,229300,77.2,2.4598,3
06037229410,06,037,229410,80.2,2.4975,3
06037229420,06,037,229420,75.4,1.6538,3
06037231100,06,037,231100,75.3,1.9968,2
06037231210,06,037,231210,74,1.9131,3
06037231220,06,037,231220,79.7,3.0041,3
06037231300,06,037,231300,75.3,1.2502,2
06037231400,06,037,231400,77.5,2.1126,3
06037231500,06,037,231500,77,1.3551,3
06037231600,06,037,231600,75.9,1.5587,3
06037231710,06,037,231710,76.4,3.2172,3
06037231720,06,037,231720,81.4,2.6178,3
06037231800,06,037,231800,81.2,3.2258,3
06037231900,06,037,231900,77.4,1.8252,3
06037232110,06,037,232110,75.3,1.2192,2
06037232120,06,037,232120,81.1,3.7216,1
06037232200,06,037,232200,75.4,1.8022,3
06037232300,06,037,232300,76.7,2.1123,3
06037232400,06,037,232400,77.4,1.3038,3
06037232500,06,037,232500,80,2.6755,3
06037232600,06,037,232600,77.7,1.9707,3
06037232700,06,037,232700,80.1,2.8275,3
06037232800,06,037,232800,75.8,1.6453,3
06037234000,06,037,234000,77.8,1.3267,3
06037234200,06,037,234200,82.3,2.3623,3
06037234300,06,037,234300,77.3,2.2,3
06037234501,06,037,234501,78.3,2.5666,3
06037234600,06,037,234600,79.4,2.8511,3
06037234700,06,037,234700,76.6,2.5248,3
06037234800,06,037,234800,76.8,1.1991,2
06037234901,06,037,234901,73,2.4931,3
06037234902,06,037,234902,75.3,1.3074,2
06037235100,06,037,235100,78.7,1.8529,1
06037235201,06,037,235201,74.3,2.0249,3
06037235202,06,037,235202,72.8,1.617,1
06037236000,06,037,236000,82.1,2.3267,3
06037236100,06,037,236100,76.3,1.6617,3
06037236202,06,037,236202,73,2.2029,3
06037236203,06,037,236203,74.2,1.8834,3
06037236204,06,037,236204,76.2,2.9449,3
06037236400,06,037,236400,80.8,1.2195,3
06037237101,06,037,237101,76.1,1.7739,1
06037237102,06,037,237102,85.3,3.8446,3
06037237201,06,037,237201,79.7,2.6276,3
06037237202,06,037,237202,78.6,2.8486,3
06037237300,06,037,237300,76,1.263,3
06037237401,06,037,237401,74.1,1.8687,3
06037237402,06,037,237402,78.5,1.976,3
06037237500,06,037,237500,80,2.1109,3
06037237600,06,037,237600,77.4,2.2141,3
06037237710,06,037,237710,73.7,2.4906,3
06037237720,06,037,237720,74.2,2.4967,3
06037237800,06,037,237800,78.8,3.136,1
06037237900,06,037,237900,74.2,2.1745,3
06037238000,06,037,238000,74.3,1.3278,3
06037238100,06,037,238100,73.6,1.5136,3
06037238200,06,037,238200,74.1,2.2962,3
06037238310,06,037,238310,75.3,1.9638,2
06037238320,06,037,238320,75.1,2.5665,3
06037238400,06,037,238400,76.8,1.3536,3
06037239201,06,037,239201,75.3,1.4055,2
06037239202,06,037,239202,76.7,2.7345,1
06037239310,06,037,239310,77.3,2.3513,3
06037239320,06,037,239320,75.9,1.353,2
06037239330,06,037,239330,78.5,3.0451,3
06037239501,06,037,239501,79.1,1.4599,3
06037239502,06,037,239502,74.3,1.5969,1
06037239601,06,037,239601,78.5,3.8395,3
06037239602,06,037,239602,72.2,2.6384,3
06037239701,06,037,239701,75.2,1.42,3
06037239702,06,037,239702,77.6,2.8674,3
06037239801,06,037,239801,75.3,1.4334,2
06037239802,06,037,239802,75.3,1.7116,2
06037240010,06,037,240010,73.1,1.5019,3
06037240020,06,037,240020,79.6,1.9939,3
06037240200,06,037,240200,78.2,2.3648,3
06037240300,06,037,240300,76.3,2.881,3
06037240401,06,037,240401,74.2,2.3354,1
06037240402,06,037,240402,79.4,3.3637,3
06037240500,06,037,240500,73.7,1.9879,1
06037240600,06,037,240600,74.6,1.7554,1
06037240700,06,037,240700,77.5,2.098,1
06037240800,06,037,240800,76.7,1.4404,3
06037240900,06,037,240900,77.3,2.2062,3
06037241001,06,037,241001,75.1,2.1569,3
06037241002,06,037,241002,68.8,1.5247,3
06037241120,06,037,241120,75.3,1.7369,2
06037241201,06,037,241201,78.3,2.4617,3
06037241202,06,037,241202,77.1,1.6838,3
06037241300,06,037,241300,76.1,1.9782,3
06037241400,06,037,241400,74.2,1.9586,3
06037242000,06,037,242000,75.3,1.1505,2
06037242100,06,037,242100,75.3,2.444,2
06037242200,06,037,242200,74.1,1.8888,3
06037242300,06,037,242300,77.9,3.0499,3
06037242600,06,037,242600,75.3,2.1127,2
06037242700,06,037,242700,76,2.5857,1
06037243000,06,037,243000,77.7,1.9874,3
06037243100,06,037,243100,77.2,3.4767,1
06037261101,06,037,261101,87.5,2.1843,3
06037261102,06,037,261102,90.2,2.3644,3
06037261200,06,037,261200,86.4,1.8598,3
06037262100,06,037,262100,85.8,1.6396,3
06037262200,06,037,262200,86.6,1.5412,3
06037262301,06,037,262301,86.5,2.3901,3
06037262303,06,037,262303,84.2,1.3033,3
06037262400,06,037,262400,86.4,1.8143,3
06037262501,06,037,262501,86.2,1.9066,3
06037262601,06,037,262601,83,1.9024,3
06037262604,06,037,262604,86.8,1.6713,3
06037262704,06,037,262704,81.9,1.4231,3
06037262706,06,037,262706,85.3,1.6796,3
06037262802,06,037,262802,81.8,0.9376,2
06037264000,06,037,264000,85.2,1.8876,3
06037264102,06,037,264102,86.4,3.2963,3
06037264103,06,037,264103,85.1,2.5272,3
06037264301,06,037,264301,81.5,1.8363,2
06037264302,06,037,264302,87.1,2.2617,3
06037265100,06,037,265100,80.8,0.7329,2
06037265410,06,037,265410,83.2,2.186,3
06037265420,06,037,265420,88,2.5884,3
06037265520,06,037,265520,86.7,2.4337,3
06037265601,06,037,265601,89.8,3.4359,3
06037265602,06,037,265602,86.9,2.0575,3
06037265700,06,037,265700,85,1.608,3
06037267100,06,037,267100,87.6,1.9495,3
06037267300,06,037,267300,79.9,1.6856,2
06037267402,06,037,267402,79.7,1.5591,3
06037267403,06,037,267403,86.4,3.0821,3
06037267404,06,037,267404,87.5,3.978,3
06037267501,06,037,267501,84.5,2.7132,3
06037267502,06,037,267502,77.2,1.8295,3
06037267600,06,037,267600,83,2.0946,3
06037267700,06,037,267700,84.4,2.6385,3
06037267800,06,037,267800,82.2,2.7425,3
06037267901,06,037,267901,83.3,2.9907,3
06037267902,06,037,267902,89.6,2.9297,3
06037269000,06,037,269000,83.8,1.4417,3
06037269100,06,037,269100,85.9,2.1503,3
06037269300,06,037,269300,87.1,2.0666,3
06037269500,06,037,269500,86.3,1.5749,3
06037269601,06,037,269601,76.5,2.2643,2
06037269602,06,037,269602,79.4,1.9614,2
06037269700,06,037,269700,79.6,1.4219,3
06037269800,06,037,269800,81.6,2.767,3
06037269903,06,037,269903,80.9,2.3526,2
06037269904,06,037,269904,76.8,1.7379,3
06037269905,06,037,269905,78.4,3.5736,3
06037269906,06,037,269906,81.4,2.0858,2
06037270100,06,037,270100,81.3,2.6923,3
06037270200,06,037,270200,83.2,2.8529,3
06037270300,06,037,270300,79.6,1.825,3
06037271100,06,037,271100,81.1,2.4913,3
06037271200,06,037,271200,79.2,2.3997,3
06037271300,06,037,271300,82.4,1.4169,3
06037271400,06,037,271400,84.2,1.6211,3
06037271500,06,037,271500,85.2,2.0458,3
06037271600,06,037,271600,84.7,2.0254,3
06037271701,06,037,271701,85,2.0948,3
06037271702,06,037,271702,80.2,1.4882,3
06037271801,06,037,271801,81.4,1.8664,2
06037271802,06,037,271802,80.9,1.649,2
06037271901,06,037,271901,82.4,1.6113,3
06037271902,06,037,271902,86.2,2.2917,3
06037272100,06,037,272100,83.7,1.6891,3
06037272201,06,037,272201,81.4,2.0061,2
06037272202,06,037,272202,79.2,2.4082,3
06037272301,06,037,272301,82.4,3.0038,3
06037272302,06,037,272302,80.9,1.6535,3
06037273100,06,037,273100,82.4,2.0891,3
06037273200,06,037,273200,79.9,1.5339,2
06037273300,06,037,273300,81.3,3.1147,3
06037273402,06,037,273402,81.5,1.9952,2
06037273502,06,037,273502,80.6,1.7488,2
06037273600,06,037,273600,81.5,2.6494,2
06037273700,06,037,273700,81.8,2.4328,3
06037273800,06,037,273800,81.7,2.6677,3
06037273902,06,037,273902,83.5,2.5092,3
06037274100,06,037,274100,82.8,1.9429,3
06037274202,06,037,274202,81.2,1.0839,2
06037275101,06,037,275101,84.7,3.1742,3
06037275102,06,037,275102,81.3,2.6637,3
06037275200,06,037,275200,80.3,2.2978,3
06037275302,06,037,275302,82.3,1.6959,3
06037275311,06,037,275311,81.8,1.4282,3
06037275400,06,037,275400,82.6,1.5012,3
06037275500,06,037,275500,80.9,1.537,3
06037275602,06,037,275602,81,1.4272,3
06037275603,06,037,275603,81.8,2.4027,3
06037276000,06,037,276000,87,2.5031,3
06037276100,06,037,276100,80,1.7359,2
06037276400,06,037,276400,82.9,1.384,3
06037276601,06,037,276601,85.3,2.2692,3
06037276603,06,037,276603,82.4,2.3329,3
06037276604,06,037,276604,83.3,2.6529,3
06037277000,06,037,277000,81.5,0.831,2
06037277100,06,037,277100,82,1.6226,3
06037277200,06,037,277200,78.9,3.0187,2
06037278001,06,037,278001,80.6,1.6886,3
06037278102,06,037,278102,81.6,1.597,3
06037291110,06,037,291110,78.1,2.0505,3
06037291120,06,037,291120,75.3,1.8989,2
06037291210,06,037,291210,84,2.2229,3
06037291220,06,037,291220,83.7,2.4313,3
06037291300,06,037,291300,79,2.0417,3
06037292000,06,037,292000,80.3,2.33,3
06037293201,06,037,293201,78.2,1.2122,3
06037293202,06,037,293202,78.8,3.043,3
06037293301,06,037,293301,79.7,1.3388,3
06037293302,06,037,293302,85,2.273,3
06037293304,06,037,293304,81.4,3.1911,3
06037293306,06,037,293306,80.1,2.2487,3
06037293307,06,037,293307,78.5,3.0826,2
06037294110,06,037,294110,82,2.5728,3
06037294120,06,037,294120,77,2.1249,3
06037294200,06,037,294200,78.6,1.4171,3
06037294301,06,037,294301,81.6,2.7926,3
06037294302,06,037,294302,80,2.9248,3
06037294410,06,037,294410,79.6,1.5534,1
06037294421,06,037,294421,81.2,3.1346,3
06037294510,06,037,294510,76.2,2.1792,2
06037294520,06,037,294520,81.3,3.3701,3
06037294610,06,037,294610,80,2.2767,3
06037294620,06,037,294620,81.8,2.6009,3
06037294701,06,037,294701,75.6,1.5874,2
06037294810,06,037,294810,80.2,3.0456,1
06037294820,06,037,294820,76.2,1.8207,2
06037294830,06,037,294830,77.4,1.4577,3
06037294900,06,037,294900,79.5,1.6859,1
06037295103,06,037,295103,80.3,1.3327,3
06037296210,06,037,296210,80.2,2.808,3
06037296220,06,037,296220,76.6,1.626,3
06037296300,06,037,296300,81.1,1.4195,2
06037296401,06,037,296401,84.1,1.9483,3
06037296402,06,037,296402,79,2.8052,3
06037296500,06,037,296500,77.1,1.5986,3
06037296600,06,037,296600,76.9,2.4677,1
06037296901,06,037,296901,78.5,1.122,2
06037296902,06,037,296902,80.3,2.0692,3
06037297000,06,037,297000,82.6,1.5989,3
06037297110,06,037,297110,77.8,1.8141,3
06037297120,06,037,297120,76.2,1.6738,3
06037297201,06,037,297201,79.8,2.5223,3
06037297202,06,037,297202,79.4,1.3018,3
06037297300,06,037,297300,79.8,2.076,3
06037297400,06,037,297400,82.8,1.2611,3
06037297500,06,037,297500,78.3,1.6796,3
06037297601,06,037,297601,79.6,3.6792,3
06037297602,06,037,297602,81.3,1.9002,3
06037300100,06,037,300100,85.4,2.158,3
06037300200,06,037,300200,81.6,1.7023,3
06037300301,06,037,300301,84,1.8302,3
06037300400,06,037,300400,82.2,2.1776,3
06037300501,06,037,300501,82.3,1.2668,2
06037300502,06,037,300502,79.8,1.9504,3
06037300600,06,037,300600,82.7,1.5476,3
06037300701,06,037,300701,82.2,1.3222,3
06037300702,06,037,300702,87.5,2.2187,3
06037300800,06,037,300800,83.2,1.2859,3
06037300901,06,037,300901,86.3,2.311,3
06037300902,06,037,300902,87.3,2.3047,3
06037301000,06,037,301000,82.8,1.449,3
06037301100,06,037,301100,84.5,1.4402,3
06037301203,06,037,301203,84.1,1.5494,3
06037301204,06,037,301204,83.3,3.9072,3
06037301205,06,037,301205,84.5,2.3316,3
06037301206,06,037,301206,83.2,1.8995,3
06037301300,06,037,301300,84.4,2.3235,3
06037301400,06,037,301400,80.5,1.1463,3
06037301501,06,037,301501,81.6,2.2476,3
06037301502,06,037,301502,81.9,2.0922,3
06037301601,06,037,301601,85.9,3.2306,3
06037301602,06,037,301602,80.1,1.8385,3
06037301701,06,037,301701,79.1,3.9277,3
06037301702,06,037,301702,82.3,2.2705,3
06037301801,06,037,301801,81.6,1.9229,3
06037301802,06,037,301802,78.4,1.3486,2
06037301900,06,037,301900,80,0.811,2
06037302002,06,037,302002,82.7,1.6911,3
06037302003,06,037,302003,77,0.9886,2
06037302004,06,037,302004,80.6,1.7975,3
06037302102,06,037,302102,81.5,1.5494,3
06037302103,06,037,302103,85.2,2.1998,3
06037302104,06,037,302104,80.5,1.9139,1
06037302201,06,037,302201,83.2,1.6645,3
06037302202,06,037,302202,78.4,0.896,2
06037302301,06,037,302301,79.2,1.6077,3
06037302302,06,037,302302,81.7,1.883,3
06037302401,06,037,302401,81.6,1.5658,3
06037302503,06,037,302503,85.3,3.3282,3
06037302504,06,037,302504,82.9,2.165,3
06037302505,06,037,302505,77.4,1.2525,2
06037302506,06,037,302506,79.8,1.9896,3
06037310100,06,037,310100,83.6,1.5893,3
06037310201,06,037,310201,84,1.651,3
06037310202,06,037,310202,81.5,0.9463,3
06037310300,06,037,310300,82.3,1.1839,3
06037310400,06,037,310400,79.7,1.4139,3
06037310501,06,037,310501,80.1,2.068,2
06037310601,06,037,310601,80,1.629,3
06037310602,06,037,310602,82.1,1.7657,3
06037310701,06,037,310701,83.6,2.439,3
06037310702,06,037,310702,82.6,1.3534,3
06037310703,06,037,310703,82.9,3.4786,3
06037310800,06,037,310800,82.4,0.9769,2
06037310900,06,037,310900,80.1,1.9279,3
06037311000,06,037,311000,79.9,1.0955,3
06037311100,06,037,311100,81.2,1.443,3
06037311200,06,037,311200,80.7,2.7387,3
06037311300,06,037,311300,80.1,1.3397,3
06037311400,06,037,311400,81.2,1.8668,3
06037311500,06,037,311500,81.7,1.7022,3
06037311600,06,037,311600,79.1,0.9851,3
06037311700,06,037,311700,80.8,1.4921,3
06037311801,06,037,311801,79.4,1.5861,2
06037311802,06,037,311802,78.2,1.8471,2
06037320100,06,037,320100,84.8,2.5343,3
06037320201,06,037,320201,76.2,1.7609,3
06037320202,06,037,320202,79.4,1.069,2
06037320300,06,037,320300,80.8,1.5009,3
06037400204,06,037,400204,83.3,2.0024,3
06037400205,06,037,400205,85.1,2.6556,3
06037400206,06,037,400206,82,1.3917,3
06037400207,06,037,400207,80.5,1.1913,3
06037400302,06,037,400302,84.7,2.1542,3
06037400304,06,037,400304,79.2,1.0746,3
06037400402,06,037,400402,80.6,1.3124,3
06037400403,06,037,400403,83.9,1.9391,3
06037400404,06,037,400404,80.6,1.0551,3
06037400501,06,037,400501,82.2,0.9638,2
06037400602,06,037,400602,79.7,1.286,3
06037400603,06,037,400603,81.4,1.7897,2
06037400604,06,037,400604,77.9,1.8565,3
06037400800,06,037,400800,81.4,1.8015,3
06037400900,06,037,400900,84.2,2.9651,3
06037401001,06,037,401001,82.3,1.4298,2
06037401002,06,037,401002,80.9,1.5075,3
06037401101,06,037,401101,80.3,3.0659,3
06037401102,06,037,401102,81.9,2.8994,3
06037401201,06,037,401201,79.7,1.9239,3
06037401202,06,037,401202,78.3,0.9757,3
06037401203,06,037,401203,79.7,1.7537,3
06037401303,06,037,401303,84.8,2.6494,3
06037401304,06,037,401304,81.5,1.0958,3
06037401311,06,037,401311,84.4,3.3256,3
06037401312,06,037,401312,80.6,1.4297,3
06037401500,06,037,401500,79.9,1.0446,2
06037401601,06,037,401601,80.1,1.3553,3
06037401602,06,037,401602,81.1,2.4302,3
06037401603,06,037,401603,76.7,1.4694,3
06037401701,06,037,401701,81.6,1.2479,3
06037401703,06,037,401703,77.4,1.6337,3
06037401704,06,037,401704,79.6,1.3087,3
06037401800,06,037,401800,83.1,1.5307,3
06037402001,06,037,402001,82.7,2.9313,3
06037402002,06,037,402002,78.6,1.8402,3
06037402101,06,037,402101,79.2,1.9768,2
06037402102,06,037,402102,80.7,2.367,3
06037402200,06,037,402200,77.9,1.6014,3
06037402301,06,037,402301,85.1,3.3295,3
06037402303,06,037,402303,80.6,2.9306,3
06037402304,06,037,402304,76.2,1.4895,2
06037402402,06,037,402402,77,1.7172,3
06037402403,06,037,402403,78.1,1.8728,3
06037402405,06,037,402405,79.8,2.6101,3
06037402406,06,037,402406,76.3,1.3444,3
06037402501,06,037,402501,75.8,2.2853,3
06037402502,06,037,402502,81.7,2.4675,3
06037402600,06,037,402600,82.2,3.0691,1
06037402702,06,037,402702,75.7,3.1544,3
06037402703,06,037,402703,79.6,1.9484,3
06037402705,06,037,402705,80.1,1.8348,3
06037402706,06,037,402706,77.5,2.6194,3
06037402801,06,037,402801,76.2,2.1825,2
06037402803,06,037,402803,78.4,2.4446,3
06037402804,06,037,402804,76.2,1.3034,2
06037402902,06,037,402902,78.3,1.8596,1
06037402903,06,037,402903,83,2.8065,3
06037402904,06,037,402904,77.3,1.7211,3
06037403000,06,037,403000,79.4,1.7648,3
06037403303,06,037,403303,83.8,2.4829,3
06037403304,06,037,403304,83.1,1.182,3
06037403305,06,037,403305,82.3,2.2246,3
06037403312,06,037,403312,86,3.0381,3
06037403316,06,037,403316,87.2,2.8346,3
06037403317,06,037,403317,85.3,2.5984,3
06037403318,06,037,403318,82.4,1.6797,3
06037403319,06,037,403319,83.6,2.3381,3
06037403320,06,037,403320,87.7,3.0214,3
06037403321,06,037,403321,85.1,2.1048,3
06037403322,06,037,403322,81.1,1.6554,3
06037403323,06,037,403323,82.6,1.22,3
06037403324,06,037,403324,86.8,3.4015,3
06037403325,06,037,403325,80.8,1.6408,3
06037403401,06,037,403401,84.1,2.1788,3
06037403402,06,037,403402,81.7,3.6946,3
06037403404,06,037,403404,85,2.843,3
06037403405,06,037,403405,84.7,3.8991,3
06037403406,06,037,403406,83.4,1.9802,3
06037403407,06,037,403407,81.4,2.5453,2
06037403408,06,037,403408,87.7,2.2981,3
06037403500,06,037,403500,80.1,1.6212,3
06037403600,06,037,403600,83,1.6138,3
06037403702,06,037,403702,79.7,1.0707,3
06037403703,06,037,403703,80.3,1.2253,3
06037403721,06,037,403721,80.7,1.6147,3
06037403722,06,037,403722,82.8,2.3131,3
06037403801,06,037,403801,78.9,1.4063,3
06037403802,06,037,403802,78.2,1.604,3
06037403901,06,037,403901,80.1,1.9722,3
06037403902,06,037,403902,77.4,1.5163,3
06037404000,06,037,404000,79.4,1.4777,2
06037404100,06,037,404100,79.4,1.8886,2
06037404201,06,037,404201,76.2,1.7829,2
06037404202,06,037,404202,79.6,2.0069,3
06037404301,06,037,404301,77.4,1.7874,1
06037404302,06,037,404302,75.6,2.4774,3
06037404401,06,037,404401,78.1,1.6858,3
06037404402,06,037,404402,80.3,2.0446,3
06037404501,06,037,404501,77.7,1.6998,2
06037404503,06,037,404503,81.7,2.5158,3
06037404504,06,037,404504,76.2,1.3802,2
06037404600,06,037,404600,78.5,2.2584,3
06037404701,06,037,404701,83.1,3.1303,3
06037404702,06,037,404702,82.3,2.5809,3
06037404703,06,037,404703,77.3,1.3492,2
06037404801,06,037,404801,84.6,2.6015,3
06037404802,06,037,404802,85.1,3.2889,3
06037404803,06,037,404803,75.2,3.2439,3
06037404901,06,037,404901,83.5,2.856,3
06037404902,06,037,404902,82,2.0524,3
06037404903,06,037,404903,83.3,2.3824,3
06037405001,06,037,405001,77.7,1.9524,2
06037405002,06,037,405002,79.3,1.969,3
06037405101,06,037,405101,79.3,1.8456,3
06037405102,06,037,405102,77.7,1.1136,2
06037405201,06,037,405201,81.9,1.8245,3
06037405202,06,037,405202,83.4,3.2372,3
06037405203,06,037,405203,81.6,1.9563,3
06037405301,06,037,405301,79.4,1.3709,2
06037405302,06,037,405302,78.4,1.2412,2
06037405400,06,037,405400,79.4,1.3277,3
06037405500,06,037,405500,80.3,1.2731,3
06037405600,06,037,405600,83.1,1.8955,3
06037405701,06,037,405701,79.4,2.0759,2
06037405702,06,037,405702,78.4,1.6351,3
06037405800,06,037,405800,78.4,1.8814,2
06037405900,06,037,405900,77.7,1.3574,3
06037406000,06,037,406000,79.6,1.3845,3
06037406101,06,037,406101,79.7,1.9032,3
06037406102,06,037,406102,77.8,1.9337,3
06037406200,06,037,406200,80.6,1.6246,3
06037406300,06,037,406300,85.6,1.9242,3
06037406402,06,037,406402,83.6,2.2881,3
06037406411,06,037,406411,80.7,1.56,3
06037406412,06,037,406412,84.2,2.3428,3
06037406500,06,037,406500,83.9,2.0599,3
06037406601,06,037,406601,81.2,1.6532,3
06037406602,06,037,406602,85.8,2.8387,3
06037406701,06,037,406701,79.6,1.4981,3
06037406702,06,037,406702,79.9,2.0738,3
06037406800,06,037,406800,80.6,1.5179,3
06037406901,06,037,406901,79.4,2.2471,3
06037406902,06,037,406902,81.7,2.3912,3
06037407001,06,037,407001,79.8,1.6699,1
06037407002,06,037,407002,81.3,1.8916,3
06037407101,06,037,407101,82.9,2.7181,3
06037407102,06,037,407102,83.6,2.5986,3
06037407200,06,037,407200,86.2,2.3308,3
06037407301,06,037,407301,80.2,1.5595,3
06037407302,06,037,407302,83,2.5802,3
06037407400,06,037,407400,85.4,3.592,3
06037407501,06,037,407501,82.1,2.3433,3
06037407502,06,037,407502,78.7,1.1804,2
06037407601,06,037,407601,81.2,2.9376,3
06037407602,06,037,407602,79.6,1.8903,3
06037407701,06,037,407701,82.7,2.1082,3
06037407702,06,037,407702,79.4,0.9593,2
06037407801,06,037,407801,78.4,1.1242,2
06037407802,06,037,407802,80.4,2.3525,3
06037407900,06,037,407900,80.5,1.5028,3
06037408003,06,037,408003,82,2.0634,3
06037408004,06,037,408004,80.1,1.9177,2
06037408005,06,037,408005,83.1,1.6373,3
06037408006,06,037,408006,84.4,3.9063,3
06037408133,06,037,408133,80.1,1.2121,2
06037408134,06,037,408134,83.7,2.7269,3
06037408135,06,037,408135,83.5,2.4131,3
06037408136,06,037,408136,78.7,2.1478,3
06037408137,06,037,408137,80.1,1.5595,2
06037408138,06,037,408138,81.7,2.4799,3
06037408139,06,037,408139,78.7,1.813,2
06037408140,06,037,408140,78.7,1.3192,2
06037408141,06,037,408141,77.7,1.2504,2
06037408202,06,037,408202,73.4,1.6974,3
06037408211,06,037,408211,87.7,3.2365,3
06037408212,06,037,408212,86.7,2.9671,3
06037408301,06,037,408301,82.6,1.876,3
06037408302,06,037,408302,84,2.1922,3
06037408303,06,037,408303,84,2.8057,3
06037408401,06,037,408401,81.4,2.182,3
06037408402,06,037,408402,84,1.7367,3
06037408501,06,037,408501,82.6,2.2088,3
06037408503,06,037,408503,85.7,1.427,3
06037408504,06,037,408504,82.1,1.1589,2
06037408505,06,037,408505,83.3,1.8661,3
06037408623,06,037,408623,87.5,2.6436,3
06037408624,06,037,408624,81.1,1.4957,3
06037408625,06,037,408625,87.9,2.3849,3
06037408626,06,037,408626,88.7,3.1406,3
06037408628,06,037,408628,86.2,1.8281,3
06037408629,06,037,408629,84.9,2.9786,3
06037408630,06,037,408630,80,2.4606,3
06037408631,06,037,408631,83.7,2.4972,3
06037408703,06,037,408703,85.3,2.1768,3
06037408704,06,037,408704,86.1,2.4677,3
06037408705,06,037,408705,84,2.1045,3
06037408706,06,037,408706,82.1,1.3633,2
06037408722,06,037,408722,80.3,1.4771,2
06037408723,06,037,408723,85,3.827,3
06037408724,06,037,408724,80.7,2.8966,3
06037408800,06,037,408800,76.8,2.3942,3
06037430002,06,037,430002,81.4,0.7949,2
06037430003,06,037,430003,80.8,1.2141,3
06037430101,06,037,430101,79.7,1.9509,3
06037430102,06,037,430102,80.7,1.9532,3
06037430200,06,037,430200,81.4,0.6023,2
06037430301,06,037,430301,83.2,1.3815,3
06037430302,06,037,430302,79.9,1.3919,3
06037430400,06,037,430400,87.1,2.798,3
06037430501,06,037,430501,82,1.1284,3
06037430502,06,037,430502,81.2,1.1046,3
06037430600,06,037,430600,86.1,1.6463,3
06037430701,06,037,430701,85.2,1.8375,3
06037430721,06,037,430721,82.4,1.7974,3
06037430723,06,037,430723,87.2,3.17,3
06037430724,06,037,430724,83.3,1.8091,3
06037430801,06,037,430801,82.4,3.8106,3
06037430802,06,037,430802,87,2.5822,3
06037430803,06,037,430803,84.8,2.7666,3
06037430901,06,037,430901,80.9,1.662,3
06037430902,06,037,430902,80.1,1.3167,2
06037431001,06,037,431001,76.7,0.9359,3
06037431002,06,037,431002,79.6,1.5447,3
06037431100,06,037,431100,81.9,2.6397,3
06037431200,06,037,431200,81.2,2.7555,3
06037431300,06,037,431300,82.3,2.6081,3
06037431400,06,037,431400,79.4,1.3053,3
06037431501,06,037,431501,86.5,2.9726,3
06037431502,06,037,431502,79.8,1.5081,3
06037431600,06,037,431600,84.2,1.5757,3
06037431700,06,037,431700,86.6,2.443,3
06037431800,06,037,431800,80.4,0.93,3
06037431900,06,037,431900,84.7,2.1786,3
06037432000,06,037,432000,89.2,2.1154,3
06037432101,06,037,432101,83.4,1.6309,3
06037432102,06,037,432102,81.9,1.3175,3
06037432201,06,037,432201,81.8,1.8293,3
06037432202,06,037,432202,86.2,2.3828,3
06037432300,06,037,432300,83.7,2.7299,3
06037432401,06,037,432401,82.6,2.1695,3
06037432402,06,037,432402,77.3,1.2176,2
06037432500,06,037,432500,81.6,1.9613,3
06037432601,06,037,432601,84.6,2.4472,1
06037432602,06,037,432602,79.7,1.2875,2
